NPS,Category,Customer ID,Customer Name,Order Date,Order ID,Product ID,Product Name,Segment,Sub-Category,Discount,Profit,Quantity,Sales
6,Office Supplies,CS-12250,Chris Selesnick,1/4/2021,US-2021-149811,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Corporate,Paper,0,20,5,40
7,Furniture,EM-13825,Elizabeth Moffitt,5/31/2021,US-2021-149748,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Corporate,Furnishings,0,3,2,8
0,Office Supplies,EM-13825,Elizabeth Moffitt,5/31/2021,US-2021-149748,OFF-PA-10002120,Xerox 1889,Corporate,Paper,0,135,5,275
5,Office Supplies,EM-13825,Elizabeth Moffitt,5/31/2021,US-2021-149748,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",Corporate,Storage,0,17,1,62
1,Office Supplies,JC-16105,Julie Creighton,9/3/2021,US-2021-149734,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Corporate,Envelopes,0.2,63,7,201
7,Office Supplies,TG-21640,Trudy Glocke,9/18/2021,US-2021-149713,OFF-SU-10001574,Acme Value Line Scissors,Consumer,Supplies,0,2,2,7
7,Office Supplies,TG-21640,Trudy Glocke,9/18/2021,US-2021-149713,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Consumer,Paper,0,79,14,161
9,Office Supplies,TG-21640,Trudy Glocke,9/18/2021,US-2021-149713,OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Consumer,Paper,0,10,4,20
0,Office Supplies,KW-16435,Katrina Willman,12/6/2021,US-2021-149692,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Consumer,Binders,0.8,-5,7,3
1,Office Supplies,AW-10840,Anthony Witt,4/13/2021,US-2021-149678,OFF-SU-10004498,Martin-Yale Premier Letter Opener,Consumer,Supplies,0,0,1,13
6,Furniture,RD-19660,Robert Dilbeck,10/24/2021,US-2021-149650,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Home Office,Chairs,0.2,-74,8,454
7,Office Supplies,SP-20620,Stefania Perrino,1/6/2021,US-2021-149636,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Corporate,Paper,0.2,9,5,30
4,Office Supplies,SP-20620,Stefania Perrino,1/6/2021,US-2021-149636,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Corporate,Binders,0.7,-1,2,2
6,Furniture,MP-17965,Michael Paige,7/17/2021,US-2021-149629,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Corporate,Bookcases,0.2,6,5,232
9,Office Supplies,TB-21625,Trudy Brown,5/28/2021,US-2021-149601,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Consumer,Storage,0,2,1,16
4,Office Supplies,TB-21625,Trudy Brown,5/28/2021,US-2021-149601,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Consumer,Storage,0,22,5,78
4,Office Supplies,KB-16315,Karl Braun,1/31/2021,US-2021-149587,OFF-BI-10002852,Ibico Standard Transparent Covers,Consumer,Binders,0,16,2,33
2,Office Supplies,KB-16315,Karl Braun,1/31/2021,US-2021-149587,OFF-PA-10003177,Xerox 1999,Consumer,Paper,0,6,2,13
5,Furniture,KB-16315,Karl Braun,1/31/2021,US-2021-149587,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Consumer,Furnishings,0,17,3,53
1,Office Supplies,GB-14530,George Bell,12/5/2021,US-2021-149566,OFF-LA-10000452,Avery 488,Corporate,Labels,0,6,4,13
2,Technology,GB-14530,George Bell,12/5/2021,US-2021-149566,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Corporate,????Accessories,0,18,3,39
6,Furniture,FC-14245,Frank Carlisle,9/19/2021,US-2021-149517,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Home Office,Furnishings,0,19,3,61
6,Office Supplies,EH-13945,Eric Hoffmann,7/10/2021,US-2021-149384,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Consumer,Binders,0.7,-2,3,3
7,Furniture,TS-21160,Theresa Swint,4/20/2021,US-2021-149342,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Corporate,Furnishings,0,298,6,595
4,Office Supplies,TS-21160,Theresa Swint,4/20/2021,US-2021-149342,OFF-PA-10001166,Xerox 2,Corporate,Paper,0,6,2,13
8,Technology,TS-21160,Theresa Swint,4/20/2021,US-2021-149342,TEC-PH-10001557,Pyle PMP37LED,Corporate,Phones,0,78,3,288
4,Technology,BH-11710,Brosina Hoffman,11/22/2021,US-2021-149300,TEC-MA-10000423,Texas Instruments TI-34 Scientific Calculator,Consumer,Machines,0.5,-2,3,33
2,Furniture,SV-20785,Stewart Visinsky,10/20/2021,US-2021-149097,FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Consumer,Tables,0.2,27,3,365
2,Furniture,SV-20785,Stewart Visinsky,10/20/2021,US-2021-149097,FUR-FU-10003424,Nu-Dell Oak Frame,Consumer,Furnishings,0,24,7,75
6,Furniture,SH-19975,Sally Hughsby,9/25/2021,US-2021-149083,FUR-CH-10004289,Global Super Steno Chair,Corporate,Chairs,0.2,-12,4,307
0,Office Supplies,SH-19975,Sally Hughsby,9/25/2021,US-2021-149083,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Corporate,Labels,0,6,2,13
2,Technology,SH-19975,Sally Hughsby,9/25/2021,US-2021-149083,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Corporate,????Accessories,0,58,2,160
8,Furniture,RD-19900,Ruben Dartt,5/26/2021,US-2021-148964,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Consumer,Furnishings,0,8,1,20
7,Technology,EM-13960,Eric Murdock,10/1/2021,US-2021-148873,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Consumer,????Accessories,0.2,3,4,109
10,Office Supplies,EM-13960,Eric Murdock,10/1/2021,US-2021-148873,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Consumer,Binders,0.8,-4,4,3
9,Office Supplies,FH-14350,Fred Harton,12/28/2021,US-2021-148859,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Consumer,Storage,0.2,2,2,25
8,Office Supplies,KD-16495,Keith Dawkins,12/1/2021,US-2021-148817,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Corporate,Binders,0,31,4,64
8,Office Supplies,KD-16495,Keith Dawkins,12/1/2021,US-2021-148817,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Corporate,Storage,0,17,4,62
6,Office Supplies,JM-15535,Jessica Myrick,4/17/2021,US-2021-148712,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",Consumer,Binders,0.2,21,13,62
1,Technology,JM-15535,Jessica Myrick,4/17/2021,US-2021-148712,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Consumer,????Accessories,0,37,1,100
6,Office Supplies,JM-15535,Jessica Myrick,4/17/2021,US-2021-148712,OFF-AR-10000614,Barrel Sharpener,Consumer,!Art,0,3,3,11
4,Office Supplies,EB-14170,Evan Bailliet,3/12/2021,US-2021-148705,OFF-LA-10001641,Avery 518,Consumer,Labels,0.2,2,2,5
8,Office Supplies,MH-18025,Michelle Huthwaite,7/25/2021,US-2021-148635,OFF-PA-10004782,Xerox 228,Consumer,Paper,0,6,2,13
5,Furniture,MH-18025,Michelle Huthwaite,7/25/2021,US-2021-148635,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Consumer,Chairs,0.2,28,2,562
8,Furniture,MH-18025,Michelle Huthwaite,7/25/2021,US-2021-148635,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Consumer,Bookcases,0,56,5,705
5,Office Supplies,MH-18025,Michelle Huthwaite,7/25/2021,US-2021-148635,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,Consumer,Fasteners,0,0,2,9
10,Office Supplies,KM-16375,Katherine Murray,12/6/2021,US-2021-148628,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Home Office,Paper,0,15,5,33
4,Furniture,SF-20065,Sandra Flanagan,8/13/2021,US-2021-148495,FUR-FU-10001889,Ultra Door Pull Handle,Consumer,Furnishings,0,10,3,32
10,Office Supplies,MC-18130,Mike Caudle,11/7/2021,US-2021-148432,OFF-FA-10004968,Rubber Band Ball,Corporate,Fasteners,0,1,7,26
6,Office Supplies,MC-18130,Mike Caudle,11/7/2021,US-2021-148432,OFF-PA-10001274,Loose Memo Sheets,Corporate,Paper,0,3,2,7
5,Office Supplies,AG-10900,Arthur Gainer,12/27/2021,US-2021-148376,OFF-LA-10002381,Avery 497,Consumer,Labels,0,10,7,22
5,Office Supplies,AG-10900,Arthur Gainer,12/27/2021,US-2021-148376,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Consumer,Appliances,0,31,2,107
2,Office Supplies,RP-19270,Rachel Payne,12/13/2021,US-2021-148250,OFF-PA-10000289,Xerox 213,Corporate,Paper,0,6,2,13
2,Office Supplies,RP-19270,Rachel Payne,12/13/2021,US-2021-148250,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Corporate,Appliances,0,35,4,134
7,Office Supplies,BP-11095,Bart Pistole,7/26/2021,US-2021-148180,OFF-AR-10002067,Newell 334,Corporate,!Art,0,26,5,99
4,Office Supplies,BP-11095,Bart Pistole,7/26/2021,US-2021-148180,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Corporate,Binders,0.2,3,3,9
3,Office Supplies,BP-11095,Bart Pistole,7/26/2021,US-2021-148180,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Corporate,Binders,0.2,8,6,23
2,Office Supplies,CC-12220,Chris Cortes,5/7/2021,US-2021-147879,OFF-PA-10001952,Xerox 1902,Consumer,Paper,0,21,2,46
5,Office Supplies,MP-17470,Mark Packer,12/3/2021,US-2021-147851,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Home Office,Binders,0.2,3,4,11
3,Technology,NF-18385,Natalie Fritzler,12/15/2021,US-2021-147830,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Consumer,Phones,0.4,-17,2,102
7,Technology,NF-18385,Natalie Fritzler,12/15/2021,US-2021-147830,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,Consumer,Machines,0.7,-2640,2,1800
7,Technology,NF-18385,Natalie Fritzler,12/15/2021,US-2021-147830,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Consumer,????Accessories,0.2,608,6,2025
3,Furniture,NF-18385,Natalie Fritzler,12/15/2021,US-2021-147830,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Consumer,Furnishings,0.2,69,7,263
5,Technology,CM-11935,Carlos Meador,9/24/2021,US-2021-147816,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Consumer,Phones,0.2,13,2,35
5,Office Supplies,TM-21010,Tamara Manning,5/31/2021,US-2021-147788,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Consumer,Storage,0,61,2,323
6,Office Supplies,TM-21010,Tamara Manning,5/31/2021,US-2021-147788,OFF-LA-10003766,Self-Adhesive Removable Labels,Consumer,Labels,0,8,5,16
3,Furniture,TM-21010,Tamara Manning,5/31/2021,US-2021-147788,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Consumer,Bookcases,0,141,7,1407
8,Furniture,JD-16150,Justin Deggeller,12/25/2021,US-2021-147739,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Corporate,Furnishings,0.2,-68,4,547
4,Office Supplies,SC-20020,Sam Craven,11/10/2021,US-2021-147690,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Consumer,Storage,0.2,43,6,578
6,Technology,KB-16315,Karl Braun,2/14/2021,US-2021-147662,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,Consumer,????Accessories,0.2,1,3,72
0,Technology,KB-16315,Karl Braun,2/14/2021,US-2021-147662,TEC-PH-10002834,Google Nexus 5,Consumer,Phones,0.4,-81,3,324
4,Office Supplies,KB-16315,Karl Braun,2/14/2021,US-2021-147662,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Consumer,Binders,0.7,-12,2,15
3,Office Supplies,KB-16315,Karl Braun,2/14/2021,US-2021-147662,OFF-BI-10002160,Acco Hanging Data Binders,Consumer,Binders,0.7,-2,2,2
1,Office Supplies,KB-16315,Karl Braun,2/14/2021,US-2021-147662,OFF-AR-10004999,Newell 315,Consumer,!Art,0.2,1,3,14
8,Office Supplies,DK-12835,Damala Kotsonis,2/7/2021,US-2021-147529,OFF-EN-10000056,Cameo Buff Policy Envelopes,Corporate,Envelopes,0,146,5,311
1,Office Supplies,DK-12835,Damala Kotsonis,2/7/2021,US-2021-147529,OFF-PA-10003349,Xerox 1957,Corporate,Paper,0,6,2,13
7,Office Supplies,Co-12640,Corey-Lock,8/2/2021,US-2021-147501,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Consumer,Binders,0.2,2,2,6
3,Technology,Co-12640,Corey-Lock,8/2/2021,US-2021-147501,TEC-MA-10001972,Okidata C331dn Printer,Consumer,Machines,0.2,42,2,558
5,Furniture,EH-13765,Edward Hooks,9/10/2021,US-2021-147242,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Corporate,Bookcases,0,83,2,362
7,Office Supplies,EH-13765,Edward Hooks,9/10/2021,US-2021-147242,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Corporate,Appliances,0,16,2,62
8,Office Supplies,EH-13765,Edward Hooks,9/10/2021,US-2021-147242,OFF-PA-10003039,Xerox 1960,Corporate,Paper,0,125,9,279
5,Technology,NH-18610,Nicole Hansen,9/19/2021,US-2021-147102,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Corporate,????Accessories,0,23,4,66
2,Office Supplies,HR-14830,Harold Ryan,6/18/2021,US-2021-147011,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Corporate,!Art,0.2,4,4,14
6,Office Supplies,MG-17890,Michael Granlund,7/16/2021,US-2021-146948,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",Home Office,Fasteners,0,5,4,12
8,Furniture,MG-17890,Michael Granlund,7/16/2021,US-2021-146948,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Home Office,Chairs,0,44,1,151
8,Office Supplies,MG-17890,Michael Granlund,7/16/2021,US-2021-146948,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Home Office,Envelopes,0,63,9,137
9,Office Supplies,TS-21340,Toby Swindell,3/10/2021,US-2021-146829,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Consumer,Binders,0.8,-2,2,1
6,Furniture,AS-10630,Ann Steele,9/3/2021,US-2021-146745,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Home Office,Chairs,0.2,-13,2,130
10,Office Supplies,AS-10630,Ann Steele,9/3/2021,US-2021-146745,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Home Office,Binders,0.2,2,2,6
0,Office Supplies,RD-19480,Rick Duston,12/14/2021,US-2021-146696,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Consumer,Binders,0.2,3,2,8
5,Technology,SB-20185,Sarah Brown,4/16/2021,US-2021-146675,TEC-AC-10004396,Logitech Keyboard K120,Consumer,????Accessories,0.2,-5,3,44
7,Technology,SB-20185,Sarah Brown,4/16/2021,US-2021-146675,TEC-CO-10001766,Canon PC940 Copier,Consumer,??Copiers,0.2,486,4,1440
2,Office Supplies,CB-12025,Cassandra Brandow,8/24/2021,US-2021-146563,OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Consumer,Binders,0.8,-4,3,3
8,Office Supplies,CB-12025,Cassandra Brandow,8/24/2021,US-2021-146563,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Consumer,Storage,0.2,125,7,999
3,Office Supplies,CB-12025,Cassandra Brandow,8/24/2021,US-2021-146563,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Consumer,Storage,0.2,-136,14,724
0,Furniture,CB-12025,Cassandra Brandow,8/24/2021,US-2021-146563,FUR-TA-10001768,Hon Racetrack Conference Tables,Consumer,Tables,0.3,-118,5,919
3,Technology,DV-13465,Dianna Vittorini,11/9/2021,US-2021-146486,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,Consumer,????Accessories,0,6,2,14
3,Office Supplies,DV-13465,Dianna Vittorini,11/9/2021,US-2021-146486,OFF-EN-10001509,Poly String Tie Envelopes,Consumer,Envelopes,0,6,6,12
6,Office Supplies,DV-13465,Dianna Vittorini,11/9/2021,US-2021-146486,OFF-ST-10002554,Tennsco Industrial Shelving,Consumer,Storage,0,5,5,245
9,Technology,DV-13465,Dianna Vittorini,11/9/2021,US-2021-146486,TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Consumer,????Accessories,0,54,5,900
9,Office Supplies,PB-18805,Patrick Bzostek,11/20/2021,US-2021-146465,OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Home Office,Binders,0.2,8,9,24
1,Office Supplies,SV-20815,Stuart Van,5/4/2021,US-2021-146290,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Corporate,!Art,0,35,7,126
2,Technology,VW-21775,Victoria Wilson,1/2/2021,US-2021-146262,TEC-PH-10002844,Speck Products Candyshell Flip Case,Corporate,Phones,0.4,-15,3,63
2,Furniture,VW-21775,Victoria Wilson,1/2/2021,US-2021-146262,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Corporate,Bookcases,0.5,-244,5,452
4,Office Supplies,VW-21775,Victoria Wilson,1/2/2021,US-2021-146262,OFF-LA-10004544,Avery 505,Corporate,Labels,0.2,9,2,24
7,Technology,VW-21775,Victoria Wilson,1/2/2021,US-2021-146262,TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Corporate,Machines,0.7,-950,9,1188
7,Technology,VW-21775,Victoria Wilson,1/2/2021,US-2021-146262,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Corporate,????Accessories,0.2,4,2,90
2,Technology,EM-14140,Eugene Moren,3/7/2021,US-2021-146255,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Home Office,????Accessories,0,53,3,120
2,Office Supplies,EM-14140,Eugene Moren,3/7/2021,US-2021-146255,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Home Office,Binders,0,15,2,30
3,Office Supplies,EM-14140,Eugene Moren,3/7/2021,US-2021-146255,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Home Office,Binders,0,33,2,69
10,Technology,EM-14140,Eugene Moren,3/7/2021,US-2021-146255,TEC-PH-10001619,LG G3,Home Office,Phones,0,171,3,588
9,Furniture,PP-18955,Paul Prost,7/6/2021,US-2021-146087,FUR-BO-10002824,Bush Mission Pointe Library,Home Office,Bookcases,0,60,2,302
1,Furniture,SJ-20215,Sarah Jordon,2/9/2021,US-2021-146038,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Consumer,Chairs,0.2,23,5,204
5,Office Supplies,CT-11995,Carol Triggs,9/15/2021,US-2021-145849,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Consumer,Storage,0,11,2,191
7,Office Supplies,CT-11995,Carol Triggs,9/15/2021,US-2021-145849,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Consumer,!Art,0,8,8,24
6,Technology,BF-11170,Ben Ferrer,5/13/2021,US-2021-145835,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Home Office,Phones,0.2,17,2,222
10,Office Supplies,BF-11170,Ben Ferrer,5/13/2021,US-2021-145835,OFF-FA-10002280,Advantus Plastic Paper Clips,Home Office,Fasteners,0.2,6,4,16
6,Technology,MB-17305,Maria Bertelson,10/5/2021,US-2021-145828,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Consumer,????Accessories,0.2,-5,3,53
9,Technology,JB-15400,Jennifer Braxton,5/1/2021,US-2021-145821,TEC-PH-10004348,OtterBox Defender Series Case - iPhone 5c,Corporate,Phones,0.2,11,3,89
9,Office Supplies,KD-16345,Katherine Ducich,11/19/2021,US-2021-145814,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Consumer,Binders,0.2,2,2,6
8,Technology,KD-16345,Katherine Ducich,11/19/2021,US-2021-145814,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Consumer,Phones,0,250,4,862
5,Technology,BF-11020,Barry Französisch,10/30/2021,US-2021-145758,TEC-MA-10004552,Star Micronics TSP100 TSP143LAN Receipt Printer,Corporate,Machines,0,269,4,1036
4,Office Supplies,JM-16195,Justin MacKendrick,11/5/2021,US-2021-145485,OFF-ST-10000649,Hanging Personal Folder File,Consumer,Storage,0,16,4,63
5,Furniture,CP-12085,Cathy Prescott,3/24/2021,US-2021-145457,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Corporate,Furnishings,0,13,5,47
9,Furniture,VD-21670,Valerie Dominguez,2/28/2021,US-2021-145436,FUR-CH-10004860,Global Low Back Tilter Chair,Consumer,Chairs,0.2,-28,2,162
8,Furniture,VD-21670,Valerie Dominguez,2/28/2021,US-2021-145436,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Consumer,Chairs,0.2,44,8,390
7,Furniture,PW-19240,Pierre Wener,12/3/2021,US-2021-145422,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",Consumer,Bookcases,0.15,-30,3,359
3,Office Supplies,RD-19660,Robert Dilbeck,4/12/2021,US-2021-145415,OFF-ST-10000419,"Rogers Jumbo File, Granite",Home Office,Storage,0,0,3,41
6,Office Supplies,JP-15520,Jeremy Pistek,1/30/2021,US-2021-145401,OFF-PA-10004405,Rediform Voice Mail Log Books,Consumer,Paper,0.2,5,6,14
1,Furniture,MC-17605,Matt Connell,11/16/2021,US-2021-145394,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Corporate,Furnishings,0.6,-16,2,35
3,Office Supplies,MC-17605,Matt Connell,11/16/2021,US-2021-145394,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Corporate,Storage,0.2,2,2,21
2,Technology,MC-17605,Matt Connell,11/16/2021,US-2021-145394,TEC-PH-10001051,HTC One,Corporate,Phones,0.2,27,3,240
3,Office Supplies,CM-12385,Christopher Martinez,3/16/2021,US-2021-145352,OFF-AR-10003856,Newell 344,Consumer,!Art,0,2,3,8
0,Office Supplies,CM-12385,Christopher Martinez,3/16/2021,US-2021-145352,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Consumer,Binders,0,3177,5,6355
8,Office Supplies,CM-12385,Christopher Martinez,3/16/2021,US-2021-145352,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Consumer,!Art,0,1,1,3
1,Office Supplies,CM-12385,Christopher Martinez,3/16/2021,US-2021-145352,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Consumer,Storage,0,12,3,47
10,Furniture,DH-13675,Duane Huffman,11/15/2021,US-2021-145324,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Home Office,Furnishings,0,14,2,40
1,Technology,JD-16150,Justin Deggeller,11/27/2021,US-2021-145184,TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Corporate,????Accessories,0,7,3,105
4,Technology,JD-16150,Justin Deggeller,11/27/2021,US-2021-145184,TEC-PH-10002350,Apple EarPods with Remote and Mic,Corporate,Phones,0,24,3,84
6,Office Supplies,MP-17965,Michael Paige,10/2/2021,US-2021-145121,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Corporate,Binders,0,13,5,27
3,Office Supplies,DK-13375,Dennis Kane,12/12/2021,US-2021-145065,OFF-FA-10001229,Staples,Consumer,Fasteners,0,4,2,8
3,Office Supplies,DK-13375,Dennis Kane,12/12/2021,US-2021-145065,OFF-BI-10002437,Recycled Premium Regency Composition Covers,Consumer,Binders,0.2,9,2,24
2,Office Supplies,SM-20320,Sean Miller,12/25/2021,US-2021-144890,OFF-PA-10001526,Xerox 1949,Home Office,Paper,0,5,2,10
9,Office Supplies,GH-14425,Gary Hwang,12/6/2021,US-2021-144806,OFF-PA-10002586,Xerox 1970,Consumer,Paper,0.2,7,5,20
0,Office Supplies,GH-14425,Gary Hwang,12/6/2021,US-2021-144806,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Consumer,Storage,0.2,-59,6,247
7,Furniture,GH-14425,Gary Hwang,12/6/2021,US-2021-144806,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Consumer,Furnishings,0.2,49,6,206
9,Office Supplies,GH-14425,Gary Hwang,12/6/2021,US-2021-144806,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Consumer,!Art,0.2,10,6,86
8,Office Supplies,GH-14425,Gary Hwang,12/6/2021,US-2021-144806,OFF-PA-10003039,Xerox 1960,Consumer,Paper,0.2,62,8,198
6,Technology,CK-12205,Chloris Kastensmidt,10/2/2021,US-2021-144771,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Consumer,????Accessories,0.2,-5,3,53
1,Furniture,CK-12205,Chloris Kastensmidt,10/2/2021,US-2021-144771,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Consumer,Furnishings,0.2,3,1,11
7,Furniture,MF-18250,Monica Federle,3/16/2021,US-2021-144722,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Corporate,Furnishings,0,18,1,43
5,Office Supplies,SN-20560,Skye Norling,11/20/2021,US-2021-144652,OFF-AR-10003732,Newell 333,Home Office,!Art,0,5,7,19
3,Furniture,AW-10930,Arthur Wiediger,11/13/2021,US-2021-144519,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Home Office,Furnishings,0,22,7,64
5,Technology,AW-10930,Arthur Wiediger,11/13/2021,US-2021-144519,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Home Office,Phones,0.2,42,5,340
7,Office Supplies,GT-14635,Grant Thornton,11/5/2021,US-2021-144386,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Corporate,Binders,0.2,9,6,25
1,Office Supplies,ME-17320,Maria Etezadi,6/19/2021,US-2021-144302,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Home Office,Binders,0.8,-10,2,6
3,Office Supplies,MB-17305,Maria Bertelson,12/25/2021,US-2021-144288,OFF-PA-10002787,Xerox 227,Consumer,Paper,0.2,4,2,10
0,Office Supplies,MB-17305,Maria Bertelson,12/25/2021,US-2021-144288,OFF-LA-10003190,Avery 474,Consumer,Labels,0.2,3,4,9
